timestamp,thermistor,pixel0,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,people_number,confidence
18_25_12.068735,29.9375,26,26,25.25,25.5,26.25,25.5,26.75,26.25,26.25,25.75,26,26,25.75,26.5,25.75,26.5,25.75,26,26.25,26.25,26.5,26.5,26.5,27.25,25.75,26.25,26.25,26,26.5,26,26.25,26.5,25.75,26.25,26.25,25.75,26,25.75,26,25.75,26,26,25.75,26.25,26,26,26.5,26.75,24.75,26,25.75,26,25.5,26.5,26.5,25.25,25.5,26,26.5,26.25,25,26.25,25.75,24.5,0,e
18_25_12.168937,29.9375,26,26.5,26.25,26.75,26.25,26.5,26.5,26.75,26,25.75,26,26.5,25.5,26.5,26,26.75,26.25,26.5,26.5,26,25.5,26.5,26.5,26.5,25.75,25.75,26.25,26,26.25,26.5,25.75,26,26.25,26,26,26.25,25.75,25.75,26.5,25.5,25.5,26.75,26.25,26.25,26.25,26,26.75,27.25,25.5,25.75,26.25,25.75,25.5,26,25.25,25.75,24.5,26.5,26.5,26,26,26.5,25.25,26.25,0,e
18_25_12.269173,29.9375,27,26,25.75,26.75,26,26.5,26.25,26.75,26,25.75,26.25,25.75,25.25,26.75,26.25,26,26,26.5,26.75,25.5,26.75,26.25,26.5,26.5,25.75,26,26.5,25.75,25.75,25.75,26,26.5,26.5,26.75,26.25,26.25,26,25.75,26.25,26.25,26,26,26,26,26,26,26.5,25.75,25.75,25.75,26,25.75,26,26.25,26,25.25,25.5,26,26,26.25,25.75,27,25.5,25.25,0,e
18_25_12.369373,29.9375,26.5,26.25,25.25,26,26.25,26,26,26.25,25.75,25.5,26,25.75,25.75,25.5,25.75,26,26.25,25.75,26.25,25.75,26,26,26.25,26.25,25.75,26,25.75,25.25,26,25.75,25.25,25.75,26.25,26.25,25.5,25.75,25.5,25,25.75,25.5,26.25,26,25.75,25.5,25.5,25,26.5,26.25,25,25.5,26,25.5,25.25,25.5,25.75,25.25,25,25.5,26,25.5,26,26.25,25.25,25.25,0,e
18_25_12.469599,29.9375,26.5,26,26,26.75,26,26.5,26.5,26.5,26.25,26.5,26.25,25.75,26,25.75,26,26.25,26.75,25.75,26.25,25.75,25.25,26.5,26.75,26.75,26,26.5,26.5,25.5,26.25,26,26,26.25,26.75,26.25,26.25,26.5,26,25.75,26.5,26,26.25,26,25.75,25.5,26,26.25,26.25,26.75,25.25,25.75,26.25,25.5,25.25,25.75,25.75,26,24.5,26,25.75,26,25.75,26,25.75,26,0,e
18_25_12.569829,29.9375,26,26.75,26,26.5,26,25.5,26.5,26.5,25.5,26,26.25,25.75,25.5,26.25,26,26,25.5,25.75,26.25,26,25.75,26.5,26.5,26.5,26,25.75,26.25,26,26,26.25,25.75,26.25,25.75,26.25,26.75,25.75,26.25,26,26.25,25.75,26,25.5,25.5,25.75,25.5,25.75,26,26,25.5,26,26.25,26,25.75,26.5,25.5,26,25.25,25,26,26,25.75,26,25.25,25.5,0,e
18_25_12.670136,29.9375,26.5,26,25.75,26.25,26,26.25,26,26.25,26,26.25,27,25.75,26.25,26,25.75,26.5,26.25,26,26.5,25.75,25.25,25.75,26,26.5,25.75,26.5,26.25,25.75,26.75,26.5,25.75,26.75,26.5,26.25,26,26.25,25.5,25.75,25.5,26.25,26.25,25.5,25.5,26.25,26,25.75,26.25,26.75,26.25,25.25,26,26,26,25.75,26.5,25.5,25.25,25.5,26,26.25,26.75,26.25,25.25,25.25,0,e
18_25_12.770268,29.9375,26.25,26.25,25.5,26.5,25.75,26.5,26.25,27.25,26.5,25.75,26,26.25,25.5,26.25,26,26.5,26.25,26.25,26.25,25.75,25.5,26.25,26,26.25,25.75,26,26,25.75,26.5,26.25,26.25,25.75,26.25,26.75,27,26,25.75,25.75,26,26,26.25,26.5,26,26.25,26,26,27,26,24.5,26,26,26.25,25.75,26,25.75,26,25.75,25.5,25.75,26,25.25,25.75,25.75,26.5,0,e
18_25_12.870555,29.9375,25.75,25.75,25.25,26.25,25.5,25.75,26.25,26.25,25.75,25.5,25.75,25.5,25.25,26.25,26.25,26.5,25.75,25.5,26.5,25.75,25.5,26,26,26.25,26,26,25.75,26,26,26,26.25,26.75,25.75,25.5,26.25,25.5,25.5,25.25,26.75,25.25,26.25,26.25,25.5,25.75,25.5,25.75,26,26.5,25.5,25.75,25.75,25.5,25,26,25.75,25.5,25.25,25.5,25.75,25.5,25,26,25,25.5,0,e
18_25_12.970749,29.9375,26.75,26.25,25.75,26,26.5,26,26.5,26.75,26,25.75,26,25.25,25.5,26,26.75,26,25.75,26.25,26.5,25.5,26.25,26,27,26.25,26,25.75,25.75,26.25,26.5,25.75,25.5,26.5,25.75,25.25,26.75,26.25,26.25,25.75,26.5,25.75,26.25,26,25.75,26.5,26.25,25.75,26.75,26.5,25.5,25.75,26,26.25,25.5,26.25,26.25,26,25.5,26.75,26.75,25.5,25.5,26.5,26.25,26,0,e
18_25_13.070985,29.875,26.5,26.25,25.5,26.5,26.25,25.75,26.25,26.75,26.25,25.5,26.25,26,26,26,26.25,26,25.75,26,26.25,26,26.25,26.5,26.5,26.25,25.75,26,26,25.75,26.25,26.25,26.5,26.5,26.5,26.5,26.75,26.25,26,25.25,26.5,25.25,25.5,26.25,25.75,26,25.75,25.75,26.25,26.75,26,26,26.25,26,26,26.25,25.25,25.5,25,26,26.75,26,25.25,26.25,25.75,25.25,0,e
18_25_13.171194,29.9375,26.25,25.75,25.25,26.5,25.25,26.5,26.75,26.5,25.75,26.75,27.25,26,26.25,26.5,26.75,26.5,25.5,26,27,26.25,26,26.5,26.5,26.25,26,26,26.5,25.75,26.5,25.75,26,26.25,26.25,26,26,26.25,25.5,25.5,26.5,25,26,26,25.5,26.25,26.5,25.75,26.25,26.5,25.5,26,26.25,25.75,25.75,26.25,25.75,26.5,24.75,25,26.25,25.75,25.75,26.25,26.25,25.75,0,e
18_25_13.271426,29.9375,26.25,25.75,26,26.75,26.25,26,26.75,26.5,25.75,26,26,26.25,25.5,26.25,26.5,27,26.25,26.5,26.5,26,25.75,26.75,26,27.5,26,25.25,26.25,26.25,26.25,26.5,25.5,26.5,26.5,26.75,26.5,26.5,25.75,25.25,26.25,25.75,26,26.75,25.5,26.25,25.75,25.75,26.75,26.75,24.5,26.25,26,26,25.25,26,25.5,26.5,24.25,26,26.75,26.25,25.75,26,25.5,25.5,0,e
18_25_13.371660,29.9375,26.5,26.25,26,26.75,26.25,26,26.25,26.75,25,25.5,26,26,25.5,25.75,26.25,26,25.75,25.5,26.25,26.25,25.5,27.25,27,27.25,25.25,25.25,26,25.75,26.25,26.25,25.75,25,25,25.75,26.25,26,25.5,25.25,26.25,25,26,26.5,25.25,26.25,25.75,25.5,26.25,26.5,25.25,25.25,26,25.5,25.75,25.75,25.5,26,25.25,25.75,26.25,26.25,25.5,26.25,25,25.5,0,e
18_25_13.471943,29.9375,25.75,25.75,25.25,26.75,26,25.75,26.25,26.75,25,26.5,26.5,25.75,26,27,26,26.25,26.25,26.5,26.25,26,26,27,26.25,26.75,26.5,26.5,26.5,26.25,26.5,26.5,26.75,26,26.25,26.25,26.25,26,25.75,25.75,26.5,26,25.75,26.5,26,26.75,25.75,25.25,26.25,26.75,25.5,26.5,26,26,25.5,26,26,25.75,25.5,26.5,25.75,26,25.25,25.5,25.5,26,0,e
18_25_13.572125,29.9375,26,26.75,26,26.75,26.25,26.25,27,26.5,25.5,26.5,26.5,26.25,25.5,26.75,26.5,26.5,26.5,26.25,26.5,26.25,26,27,27,26.75,25.75,25.75,26.5,26.25,26.5,26,26,26,26,25.75,26.25,26,26,25.75,26.25,26,26.25,26.5,25.5,26,26,25.5,26.5,27,25.5,26.25,26,26,25.25,26.5,25.75,25.5,25.25,25.75,25.75,26,25.25,26.25,25.5,26,0,e
18_25_13.672355,29.9375,26.75,26.25,26.25,26.25,26.75,26,26.75,26.5,25.25,26,27,26.25,25.5,26.75,25.75,26,26.25,26.75,26.75,26.25,26,26.5,26.25,26.75,26.25,26,26.5,26.25,26.5,26.5,26.75,26,26.5,26.25,26.5,26.25,26,26.25,26.5,26.25,25.5,26,25.5,26.25,26.25,25.75,26.5,25.75,26.5,26,26.5,26,25.5,25.75,25.5,25.75,24.5,25.25,26.5,26.5,25,26.25,25,25.25,0,e
18_25_13.772599,29.9375,26.5,26.5,26.25,26.25,26,25.25,27,27,26.25,25.75,26.5,26,25.25,26.75,25.75,26,26.25,26.75,26.75,26,26,26.75,26.75,26.5,25.75,25.75,26,26.25,26.25,26.5,25.75,27,26.5,26.5,26,27,25.5,25.75,26.5,25.75,26.25,26.25,26.25,26.25,26.5,25.75,26,26.5,25.25,25.75,26,25.75,25.5,26.25,25.75,25.75,25,25.75,26.5,26,25.25,26.25,25.25,25.75,0,e
18_25_13.872806,29.9375,25.75,26.5,25.5,26.75,26.25,26.5,26,26.25,26.25,26,26.5,25.75,26,26.75,26.5,26.25,26.25,25.75,26.75,26,26,26,26.5,26.75,26,25.25,25.75,25.5,26.25,26,25.75,26,25.75,26,26.5,26,26,26,26.25,26.25,26.25,25.5,25.25,25.75,26.25,26,26,26,24.75,25.25,26.25,25.75,25.5,25.75,25.25,24.75,25,25,26.5,26,25.75,25.75,25.75,25.75,0,e
18_25_13.973008,29.9375,26.25,26.75,25.75,25.75,26.25,25.75,26.75,26.25,25.5,26.25,26.5,25.75,25.25,26.75,25.75,25.5,25.75,25.75,26.5,25.5,25.75,26,26.5,26.75,26,25.25,26.5,26,27,26.25,26,25.75,26,25.5,27,26.25,25.5,25.75,26,25.5,27,26,26.25,26.25,26.5,25.75,26.25,26.5,25.5,26.5,26,25.75,25.5,26.5,25.5,26,25.5,26,26,26.25,26,25.75,25.5,25.25,0,e
18_25_14.073239,29.9375,26.5,26,26.25,26,26.75,26.25,27,26.75,26,25.75,26.5,26.5,25.75,26.5,27,25.75,26.25,26,26.25,26,26.5,26.25,26.75,26.5,26,26.25,26.5,26,26.25,26.25,25.75,26.75,26,26,26,26,25.25,25.75,26,25.5,26.25,26.25,26,26.5,26,26.25,26,26.75,25.25,25.75,26.5,26.5,25.75,26.25,26,26.5,25,25.75,25.75,26.25,26,27,25.5,25.75,0,e
18_25_14.173455,29.9375,26,26.25,26,26.5,25.75,26,26,26.5,25.5,25.75,26.5,26.5,26,26.5,26.5,26.5,25.75,26.25,26.5,26,25.75,27,27.5,26.75,26,26,26.25,26,26.25,26.25,25.75,26.75,26.75,26,26.75,26.5,26,25.5,26.25,26,26.25,26.25,26,25.75,26.25,25.75,26.75,26.5,25.25,26,26,25.5,25,26.5,25.75,26.25,25.25,25.5,27,25.25,25.75,26.25,25.25,26.25,0,e
18_25_14.273671,29.9375,26.25,26,26,26.75,25.75,26,27,26.25,26.5,26,26.75,26.25,26,26.5,26.25,26.25,26.25,26.25,26.5,26.5,26,25.75,26.75,26,26.25,25.5,26.5,25.75,26.75,26,26.25,26.25,26.75,26,26.75,26.75,26,26,26.5,25.5,26,26.25,26,26.75,26.5,26,26.5,26.75,25.5,26,26.25,26.5,25.5,26.75,26,25.5,26,26.5,26.5,26,25.25,26.5,25.75,25.25,0,e
18_25_14.373878,29.9375,26.5,26.75,26.25,26.25,26.75,26,26.75,26.5,26,26.25,26.5,26.5,25.75,26.5,26.75,26,26.25,26.25,26.5,26,26,26.25,26.5,26.75,26.75,26.25,26.25,25.75,26.25,26.5,26.25,26.5,26,25.75,26.25,26.75,26,26,26.5,25.5,25.25,25.25,25.25,26.5,26.25,25.5,26.75,26.25,25,25.25,26,25.75,25.5,26,25.5,25.25,24.75,26.25,25.75,26,26,26,25.5,25.75,0,e
18_25_14.474105,29.9375,26,26.25,25.5,25.75,26,25.5,26.75,26.25,25.25,25.25,26.25,26.5,25.75,26,25.75,26.25,26.5,26,26.5,25.75,26,26.5,26,26.25,26.25,25.5,25.75,26,26.75,26.25,25.5,26,25.75,26.5,26.25,26,26,26,26.5,26.25,26,26.25,26.5,26,26,25.5,26.5,27,24.75,25.5,25.75,26.25,25.25,25.5,25.75,26.25,25,25.5,26,26.25,25.25,25.5,25.75,25.75,0,e
18_25_14.574375,29.9375,27,26.25,26,26.25,26.75,26.75,26.25,26.25,26,25.5,26.75,26.5,26,26.25,26.25,26.75,26.75,26,26.5,26.5,26.25,26.5,26.5,27,26.25,26.25,26.5,26,26.75,26.5,26.5,26.5,25.75,26.25,26.5,26,26,26,26.5,26.25,26,26.25,26.5,26,26,25.75,26.25,26.5,26.5,25.5,26.5,26.25,26,26.25,26,26,24.75,26.25,26,26,26,26.5,26.5,26.25,0,e
18_25_14.674598,29.9375,26.75,26.5,26.25,26.25,26.5,26.25,26.5,26.75,26.5,26.25,26.75,26.25,26.25,26.25,26.25,26.5,26.25,26.5,26.5,26,26,26.25,26.5,26.5,25.75,26,26.5,26,26.25,26.5,26,26.5,26.5,26.25,27,26,25.75,26,26.75,26,26,26.25,26,26,26,25.75,26.25,26.5,26.5,25.5,26.25,25.75,25.5,26.25,25.75,26,25.5,25.75,26.5,25.75,25.75,25.75,25.5,25.25,0,e
18_25_14.774807,29.9375,26.25,26.75,25.75,26,26.25,25.75,26.25,27.25,26,26.5,27,26.25,26.25,26.25,26.25,26.25,25.75,27,26.75,26,26.5,26.5,26.5,26.25,25.5,25.75,26.5,25.75,26.25,26.25,26.5,26.25,25.75,25.75,26.25,26,25.5,25.75,26.25,25.75,26,26.25,26,26,26,26,26.75,26.75,25,26,26.25,25.75,25.5,26,25.5,25.75,25.5,25.5,26.5,26.25,26,26,26,25.75,0,e
18_25_14.875059,29.9375,26.75,26.25,26,26.5,26.25,26.25,26.5,27,25.75,26.25,26.75,26,25.75,26.75,26.75,26.5,26,26.5,26.5,26,26,27,26.5,26.75,26,25.75,26.5,25.75,26.5,26.75,26,27,26.5,26,27,26,26,25.75,26.25,25.5,26.5,25.75,25.5,26.25,25.75,26.25,26.25,26.75,25.75,25.75,25.75,26.25,25.5,26,25.5,25.75,25.25,25.5,25.75,25.5,25.25,26.5,25.5,24.75,0,e
18_25_14.975300,29.9375,26.5,26,25.5,26.25,26,25.25,26.5,26.75,26,26,26.5,25.75,25.75,26,26.25,26,25.5,26,26.75,25.75,25.75,26.25,25.75,26.25,25.25,25.75,26,25.5,26.25,26.25,25.75,25.75,26.25,25.75,25.75,26,25.75,25.75,26,25.5,26,25.5,25.75,26,25.5,25.5,26.25,26.25,25.5,26,26.5,25,25.5,26.25,25.5,25.5,25.25,25.5,25.75,26.5,25,25.5,25.25,25.25,0,e
18_25_15.075534,29.9375,26.5,26.25,26.5,26.5,26.5,25.75,26,26.75,26.25,25.5,26.5,26,26,26.75,26,26,26.25,26.75,26.25,26.25,25.25,26.5,26.75,26.25,25.75,25.75,26.25,26,26.25,25.5,25.5,27,25.5,26.25,26.25,25.75,25.75,25.75,26,26.25,26,26.5,25.75,26,26.5,26,25.5,26.5,25.75,26.25,26.25,26.5,25.5,26,25.5,25.75,25.25,25.75,26,26.5,25,25.5,25.25,25.25,0,e
18_25_15.175748,29.9375,26.25,25.5,25.5,26.25,26.25,25.75,26.5,26.75,25.5,25.75,26.75,25.75,26.25,26,26.25,26,25.75,25.75,26.5,26,26.5,26.25,26.75,27.25,26,26,25.75,25.5,26.25,26,25.25,26.5,26.25,25.5,26.75,26.25,26.25,25.75,27,26,25.75,25.75,25.75,26,26.25,25,26.5,26.5,25,25.5,26.25,25.75,25.5,26.5,25.5,25.5,25.5,25.5,26.5,25.75,25.25,26.25,25.75,25.25,0,e
18_25_15.275993,29.9375,26.25,26.25,26.5,27,26.5,26.5,26.5,26.5,25.5,26,26.25,26.25,26,26.75,26.75,26,26.25,25.75,26.25,26.25,26,26.5,26.25,26.25,26,26,26,26.25,26.75,26.5,26.25,26,25.5,25.25,26.25,26,26,25.25,26.25,25.5,26,25.75,25.75,26.5,26.25,25.25,26.5,26.25,25.5,26,26.25,25.25,26,25.75,25.25,26,25.25,25.5,26.5,25.75,26,25.75,25.75,25.75,0,e
18_25_15.376239,29.9375,25.25,26,26,26,26.25,26.5,26.75,26.75,25.75,25.5,26.5,26,25.75,26.25,26.25,26.25,25.75,26.25,26.5,26.25,26,26.5,26.25,26.5,25.75,26,26.25,25.5,26,26.25,26.5,26.5,25.75,25.5,26.25,26.25,25.25,25.75,26,25.5,26.25,26.5,25.75,26,26.5,25.75,26.25,27.25,25.5,25.5,26,26,25.75,26,25.25,25.75,25.25,25.5,26.5,25.75,26,25.75,25.75,25.75,0,e
18_25_15.476468,29.9375,25.75,26.25,25.75,26.5,26,25.75,26,26.75,26.25,26,26.25,26.25,25.75,26,26.25,26.25,25.75,26.25,26.5,26,26,26,26.75,26.75,25.75,25.75,25.75,25.75,26,26,25.5,26.25,25,26,26.25,25.75,25.5,26,25.25,25.75,26.25,26.5,25.25,26,26,25.25,26.5,26,25.25,26,25.75,25.75,25.25,25.75,25.25,25.25,25,25.25,26,25.5,25,25.75,25.5,25.75,0,e
18_25_15.576680,29.9375,27,26.5,25.75,26.5,26.25,26.5,26.25,26.75,26.25,26.25,26.5,26,26.25,26,26.25,26.5,26.25,26.25,26.5,26.25,26,26.25,26.75,26.75,26.25,26.25,26.5,25.75,26.75,26,26,26.5,26.25,26.5,26.25,26,25.25,26.25,26,26,25.75,26.25,25.5,26.25,26,25.25,26.25,26.5,26.25,26,25.5,26,25.5,26.5,25.75,25.75,25.5,26.25,26.25,26,26,26,25.25,25.25,1,h
18_25_15.676917,29.9375,26.5,26.25,26.25,26.5,26.5,26.75,26.75,27,25.75,25.75,26.25,26.25,25.25,26.5,26.25,26.75,26,26.25,26,26,25.75,25.75,26,26.5,25.25,26,26.25,26,26,26.5,25.75,26.75,26,26,26.5,25.75,25.75,25.75,26.25,25.5,26.5,26,26.25,26.5,25.5,25.5,26.25,26.75,25.25,25.5,26,25.75,26,26.25,26.25,26,25.25,26,25.75,25.75,25.5,25.75,25.25,25.5,1,h
18_25_15.777150,29.9375,26,26.75,26,26,26,26.5,27.75,27.25,25.5,25.75,26.25,26.25,26,26.75,26,26.25,26,26.5,25.75,26.25,25.75,26.5,26,26.75,26.25,25.75,26.5,26,26.5,26.75,25.75,26.75,26.25,26.5,26.5,26,25.75,26,26,26,26.25,25.75,25.75,26.5,26.5,25.25,26.25,26.5,26,25.25,26.25,25.5,25.75,26.25,25.5,26.75,25,26,26.25,26,25.5,26.5,25.25,25.75,1,e
18_25_15.877390,29.9375,26,26.5,25.75,26.25,26,26.5,26.75,26.75,25.5,26.75,27,26.25,26,27,26.75,26.75,25.5,26,26.25,26.5,25.75,26.75,26.25,26.5,25.75,26,26.25,25.5,26,26.25,25.75,26.5,25.75,26.25,26.25,25.5,26,25.75,26.25,26,26,26.25,26,26.5,25.5,26,26,26.75,25.5,26,25.5,25.5,26,26.25,25.5,24.75,24.5,26,26.5,25.5,25.75,26.25,25.75,24.75,1,e
18_25_15.977600,29.875,26,26.25,25.25,26.5,26,26.25,27,26,25.25,25.5,25.75,25.75,25.5,27.25,25.75,26.25,26.25,26,26.5,26.25,26,26.5,26,26.25,25.5,25.75,25.5,25.5,26.25,26.5,26.25,26.5,26.25,25.5,26.5,25.5,25.25,25,26,25,25.75,25.5,25.5,25.75,26,25.25,26.25,26,24.75,25.25,25.75,25.25,25.25,25.5,24.5,24.75,24.75,25.5,26,25.25,25.5,25.5,25,24.75,1,e
18_25_16.077844,29.9375,26,26.25,25.5,26.25,25.5,26.75,28.75,27.5,25.25,26.75,26,26.75,26,27,26.5,27.25,26.25,26.25,26.25,25.5,26,26.75,26.25,26.75,26.25,25.75,25.75,26,26.5,26,26.25,26.5,26.5,25.25,26.5,26,25.75,25.5,26.25,25.75,25.75,25.75,25.5,26.25,26,26,26.5,26.5,25,25.75,26.25,25.75,25.25,26.5,25.75,25.75,25.25,26,25.5,26.25,25.25,26.25,25.25,25.5,1,e
18_25_16.178111,29.9375,26.25,26,25.5,26.5,26.25,27,28.25,28,26.25,25.5,26.25,25.75,26,26.75,27.75,26.75,25.75,26,26.5,25.75,26.25,26.75,27,26.5,26.25,25.75,26,26,26.5,26.75,25.75,26.5,26.75,27,26,25.75,25.75,26,26,25.5,26,26,25.5,26,26,26,26.5,26.25,25,25.75,25.75,25.5,25.25,26.25,25.75,25.5,25.5,25.5,26.5,26.25,25.25,26,25,25.75,1,e
18_25_16.278348,29.9375,25.75,26.25,25.5,26.5,26.75,26.75,28.25,27.5,26.25,25.75,26,26,26.5,27.25,28,28,25.75,26,26.25,26,26.5,27,27.25,26.75,25.75,25.5,25.75,25.5,26,26.5,26,26.5,25.75,25.75,26.5,26,26.25,25.75,26.25,25.5,26.25,25.5,25.5,26.25,25.75,26.25,26.5,26.75,25.5,25.5,25.75,26,26.25,26,25,25.75,25,25.5,26,26,25.25,26,25.25,25.25,1,e
18_25_16.378552,29.9375,26.25,26.75,25.75,26.5,26,26.75,27.25,27,26.25,26.25,26.25,26.25,26.75,28,28.25,27.75,26,26.25,26.25,26,25.75,27.5,28,27.75,26.25,25.75,26,25.5,26,26.75,26.25,26,26.5,26.75,26.5,26.25,26,26.25,26.5,25.5,26.25,25.75,26,26.5,26,25.5,26.5,26.75,25,26.25,26.25,25.75,25.5,26,25.75,26.5,25.25,25.25,26.25,25.5,26,26.25,25.75,24.75,1,e
18_25_16.478796,29.9375,25.25,26,25.75,26.25,25.75,26,26.5,26.75,25.5,25.25,26,26,26,28,28.25,27.25,26,25.75,25.75,25.75,26,28,29,27.5,25.5,25.75,26.5,25.5,26.25,27,26.75,27,25.5,25.75,26,26,26,26,26,25,25.5,26,25.75,25.25,26.5,25.25,26.25,26.25,26,25.5,25.5,25.75,25.25,26.25,25.75,25.5,25,25.5,25.75,25.5,25.75,26,25.25,25.25,1,e
18_25_16.579036,29.9375,25.5,26,26,26.25,26.25,26,26.75,26.5,26.25,25.75,26.5,26,26.25,27.25,27.25,27.25,26.25,26.75,26.75,26.25,26.5,27.5,28.25,27.75,26.25,26.25,26,25.75,26.25,27.75,27.75,27.5,26.25,26.5,26.25,26,25.75,27,27.5,26.25,25.75,26.5,25.75,26,26.5,25.5,26.75,27.25,26.25,26,26.25,25.75,25.75,26.25,25.75,25,25,26.75,26.5,26.5,25,25.5,25.25,25.25,1,e
18_25_16.679274,29.9375,27,26.25,26.25,26.5,26,25.75,26.5,26.75,25.75,25.5,26,26.25,26,26.5,26.25,26.5,25.75,26.25,26.25,26.25,26,28,27.25,26.75,25.75,26,26.25,25.75,26.5,28.25,28,27,25.75,26,26.5,25.75,26,27,28.75,26.25,26,26.25,25.5,26.25,26,26.75,26.5,28,26,26,26.75,25.5,25.25,26.25,26,26,24.75,25.5,26.25,25.5,25,26,25.5,25.5,1,e
18_25_16.779512,29.9375,26.25,26.25,25.5,26.25,26,25.25,26.5,26.5,25.25,26,26.75,26,26.25,26.25,25.5,25.75,25.75,25.75,26.75,25.75,26.5,26.5,26.25,26,25.5,26,26.5,26,26.25,27.75,27.25,26.5,26,26,26.75,26.25,26.5,27.5,28.25,26,26.25,25.75,25.5,25.75,26,27.25,28.5,26.75,25.5,25.75,25.75,25.5,25,26.5,26.5,26.75,24.25,26,26,25.75,25,26.25,26,25.75,1,e
18_25_16.879725,29.9375,26,26.25,25.5,26.5,26,25.25,26.5,26.5,25.75,26,26.25,26.25,25.75,26,26.5,26.25,26,26,26.5,26,25.75,26,26.5,26.5,26,26,25.75,25.75,26.5,26.5,25.75,26.25,26,26.25,26.25,26,25.75,28,26.5,26.25,25.5,25.5,25.5,26,26.75,28.25,27.75,26,25.25,25.25,26,26,26,28.5,27.5,26.75,25,25.25,26,25.5,25.75,27.25,26.75,25.25,1,e
18_25_16.979984,29.9375,25.75,26.25,25.25,26.25,25.75,25.25,25.75,25.25,25.75,25.25,25.75,25.75,25.75,26.25,26.25,26.25,26,25.75,26.25,26,25.5,26.25,26.5,26,25.25,25.75,26,25.75,26,26.25,25.25,26.5,26,25.75,26.25,25.5,25.75,25.5,26.75,25.5,25,26,25,26.5,26.75,27,26.75,26.25,25,24.75,25.75,25.75,26,29.25,26.5,25.5,24.25,25.25,25.25,26.25,26.25,28,26.5,25.75,1,e
18_25_17.080209,29.9375,26.5,26,26,26.5,25.25,26.25,26,26.25,26,26,26.25,26.5,25.25,26.75,26.25,26.5,26.25,25.75,26.5,26,26,26.5,26.5,26.5,26,25.75,26,26,26.25,26.5,26,26.75,25.75,26.75,26.25,25.75,26,26.75,26.5,25.5,26.5,26,25.5,26.5,27.5,25.75,26.75,26.25,25.75,25.75,26.25,25.75,27.25,27.25,25.75,25.5,25,25.25,25.75,25.5,27.5,29.25,26.25,25.75,1,e
18_25_17.180446,29.9375,25.5,26.75,26,26,25.75,25.75,26,26.25,26.25,26.25,26,26,25.25,26.25,26.25,26,25.75,25.75,26.5,26.25,25.75,26.75,26.25,26.75,25.75,26,26.5,25.5,26.25,26.25,26,26.25,26.5,26,26.25,26,26,25.5,26.5,25.5,26,25.75,25.5,26.25,26.25,26,26.5,26.5,25.25,25.25,26.25,25.5,26.25,27,25.25,25.75,25.5,25.5,26.5,26.25,28,27.75,25.75,26,1,e
18_25_17.280658,29.9375,25.5,26.25,25.75,26.5,26.75,26,26.25,26.75,26,25.75,26.5,25.75,26,25.75,25.5,26.5,26.25,26.25,26.25,26,25.75,26.25,26,26.75,26,25.75,26.5,26,26.5,25.75,26.25,26,26,25.5,26.25,26.25,25.75,25.25,26,25.5,25.75,25.75,25.75,25.75,26,25.5,26.75,26.5,25.75,26,26,26,26.25,26.75,25.75,25.75,25,25.75,25.75,26.75,27.25,26.75,25.75,24.75,1,e
18_25_17.380895,29.875,25.75,25.75,26,26,26.5,26.25,26.25,26.75,26.25,26.25,26.5,26,25.5,26.25,26.25,26.5,26,26,26.25,26.25,25.75,26.25,25.75,26.5,26.5,25.25,26.25,26,26.25,26,26,26.25,25.75,26.25,25.75,26,26,25.5,26.5,25.5,26,26,25.25,25.5,25.5,25.75,26.5,26.25,25,25.75,26.25,25.75,25.75,26.25,25.5,25,24.75,26,25.75,27,26.25,26.25,25.75,25.75,1,e
18_25_17.481134,29.9375,25.5,26.25,25.25,26.25,26,26,26.25,26.25,25.25,25.75,26,26,25.5,25.5,25.5,26,25.5,25.5,26.25,26,26.5,26.5,25.75,26.5,26,25.5,25.75,25.25,26,25.75,25.25,26,25.75,25.75,26,25.75,25.25,25.5,26,25.25,25.5,25.5,25.5,25.75,25.5,25.25,26.25,26,24.75,25.75,26,25.5,25.25,25.75,25.5,25.75,25.5,25,25.25,25.5,25.75,26.25,25.5,25.5,0,h
18_25_17.581365,29.9375,25.5,25.75,25.5,26.25,26.5,26,26.5,26.5,26.25,25.75,26.5,25.75,25.75,26.25,26.5,26.5,25.75,25.75,26,26,25.75,26.5,26.5,26,26,26,26.25,26.25,26.5,26,26,26,26.5,26.25,26.25,26,25.5,25.25,25.75,25.5,25.75,26.25,25.75,26,25.5,25.25,26.5,26,25.25,25.75,26,26,25.5,26.25,25,25.75,24.75,26.25,25.75,26.5,26,26.5,25.75,25.25,0,e
