timestamp,thermistor,pixel0,pixel1,pixel2,pixel3,pixel4,pixel5,pixel6,pixel7,pixel8,pixel9,pixel10,pixel11,pixel12,pixel13,pixel14,pixel15,pixel16,pixel17,pixel18,pixel19,pixel20,pixel21,pixel22,pixel23,pixel24,pixel25,pixel26,pixel27,pixel28,pixel29,pixel30,pixel31,pixel32,pixel33,pixel34,pixel35,pixel36,pixel37,pixel38,pixel39,pixel40,pixel41,pixel42,pixel43,pixel44,pixel45,pixel46,pixel47,pixel48,pixel49,pixel50,pixel51,pixel52,pixel53,pixel54,pixel55,pixel56,pixel57,pixel58,pixel59,pixel60,pixel61,pixel62,pixel63,people_number,confidence
18_14_52.389374,30.6875,26.25,25.5,26,26.5,26.5,27.25,28.25,27,25.5,26,26.75,26.25,25.5,27.5,27,26,26.5,26.75,27.25,27.75,26.5,26.75,26.5,26.5,25.25,26.5,28.75,28.25,26.5,26.5,25.5,26.25,26,26,27,27.25,25.75,26.25,26.5,25.25,26.25,26.75,26.25,26.5,26.25,26,27,26,25.5,25.75,26.25,25.75,25.25,26.25,25.75,26.25,25,25.75,26,25.75,25.25,26.5,25.25,25.25,2,e
18_14_52.489589,30.6875,25.25,25.75,26.25,26.5,26.25,27.25,28,27,25.75,25.75,27.5,26.5,26,26.5,27,26,26.25,26.25,27.25,27.5,26.25,27.25,26.5,26.5,25.75,26,28,27.75,26.75,26.25,25.5,26,25.75,26.25,27,26.75,26,25.25,26.25,25.5,26,26,25.75,27,25.75,26,26.5,26.5,25.5,25.75,26.25,26.25,25.25,26,25.25,25.75,25.5,25.5,26.5,26.25,26,26,25.75,25.25,2,e
18_14_52.589835,30.6875,26.25,26.5,25.25,26.25,26,27.25,27.5,27.25,25.75,26.25,27,26,26,26.75,26.75,26.25,26.25,26,27.25,27,26,26.25,26.75,26.5,26,25.75,28.25,28,27,26.5,26,26.75,26.25,26.5,26.75,26.25,25.75,25.5,26.25,26,26,26.5,26,26,26.25,25.5,26.5,27,25.75,25.75,26.25,26.25,25.25,26.25,25.75,25.25,25.5,26.25,26,25,26,26.5,25,25.5,2,e
18_14_52.690080,30.625,26.25,26.25,25.5,26.25,26,28,27.75,27,25.75,26.25,26.5,26.25,26.25,26.5,27,26.75,26.5,26.25,27,27,26,26.75,27,26.25,25.5,26,29,27.75,27,26.25,26,25.75,26,25.75,26.5,26.75,26.25,26,25.75,25.25,25.75,26,25.75,26.5,26,26,26.5,26.25,25.5,26,26.5,25.5,26,26.25,25.75,25.25,25.5,24.75,25.5,24.75,25,25.5,25,24.5,2,e
18_14_52.790374,30.625,25.5,25,25.25,26,26.5,26.75,27.75,26.25,25,25.25,26.5,26.5,25.5,27,25.75,25.5,25.75,26,26.75,26.5,26,25.75,26.25,26.25,25.75,25.5,28.25,27.25,27,25.75,25.75,26,25.75,25.75,26.25,26,26,25.75,26.25,25.75,25.5,26.25,25.5,25.5,26,25.5,26,26,25.5,26,26,25.75,25.5,26.5,25.5,25.25,25,25.25,26.25,25.25,25.5,26,25,25,2,e
18_14_52.890614,30.625,26,26.5,26.25,25.75,26.5,27,27.75,26.75,25.5,26,26.75,26.25,25.5,27.25,26.5,26,26,26.25,26.75,26.5,26.5,26.75,25.75,26.25,26,25.75,28.5,27.75,27.25,26.25,26,26.25,25.75,26,26,26.5,25.75,25.75,26,25.5,26.5,26.25,25.5,26,26,25.5,26.5,26.5,25.5,26,26.25,26.25,25,25.75,25.5,25.5,25.5,25.75,26,25.75,25.5,25.75,25.25,25.5,2,e
18_14_52.990833,30.625,26,25.75,26,26.25,26.25,27,28.25,26.75,26,26.25,27.25,26.5,26.25,27,26.25,26.25,26,26.25,27.5,26.75,26.75,26.75,26,26.75,25.75,25.5,28.25,27.5,27,26.25,25.5,26.5,25.75,26.25,26.75,26.75,25.75,25.75,26.25,26,26.5,26.25,25.5,26.25,25.5,25.5,26.75,26.25,25.25,25.25,26.25,26.25,25,25.75,25.5,25.5,25.5,25.75,26,25.75,25.5,25.75,25.25,25.5,2,e
18_14_53.091082,30.625,25.5,26,25.5,26.25,25.5,27.5,27.75,26.5,25.25,25.75,27,26,26,26.75,26.75,26.25,25.25,26.25,27.25,26.5,26.25,26.25,26.5,26.75,25.25,25.75,28,28,26.5,26.5,25.5,26,26,26,26,26.5,26,26,26.25,25.5,26.25,26,25.5,25.75,26,25.5,26.25,26.75,25,26,25.75,26.75,25.25,27,25.5,25.75,24.75,26,26.5,25.25,25.5,26,25.25,26.25,2,e
18_14_53.191506,30.625,26,25.75,25.75,26.75,26.25,27,28.25,27,25.75,26,26.75,26.25,25.75,27.25,26,26,25.75,25.75,28.25,27,26.75,26.5,26.5,26,26,26.25,28.25,28,26.5,25.75,25.75,26.75,25.75,26.25,26.75,26.75,26,26,26.75,26,26.25,26,25.75,26.25,26,25.5,26.25,26.75,25.5,25.25,26,26,25.5,26,25.5,26,25.25,26,26.25,25.75,25,26.5,25.25,26,2,e
18_14_53.291716,30.625,25.25,25.75,25.5,26,25.75,26.25,27.25,27,25.75,25.25,26,26,25.25,26.75,26,25.5,26.25,26.25,27.25,26.75,27,26,26.25,26,25.5,25.75,27.75,27.5,26.5,25.5,25.75,26,25.5,25.5,26.75,26.75,25.75,25.25,26.25,25.5,25.5,26,25.5,26,25.75,25.5,25.25,26,25.5,25,26,25.75,25.25,26,25,25.25,26,25.5,25.75,25.25,26,25.75,25,24.75,2,e
18_14_53.391967,30.625,25.75,25.75,25.25,26.5,26.25,26.5,28.25,26.25,25.5,25.75,26,26.75,26,27,26.5,25.75,26,26,27.5,27.25,26.75,26.5,26.5,26,25.75,26,28,28.25,26.75,26.25,25.75,25.75,26,26.25,26.75,26.5,26,25.25,26.5,25.75,26.25,25.75,25.5,26.75,26.25,26.25,26.25,26.75,25,25.75,26,26,25.75,26,25.5,25.5,25.5,26,27,26,25.25,25.5,25.5,25,2,e
18_14_53.492227,30.625,26.5,25.75,26,26.25,25.5,27.25,28,26.25,25,25.75,25.75,26,25.75,27.5,25.75,26,25.75,26.5,27.25,27,27.25,27,26.75,26.25,24.75,25.75,27.75,27.5,27.25,26.25,26.25,25.75,26.25,26,26.75,26.75,26.25,25.5,26.5,25.75,26.5,25.5,26.25,26,26,26,26.5,26.25,24.75,26,26.25,26,26.25,25.75,25.5,25.25,25.5,26,26.25,26.5,26,26,26,24.5,2,e
18_14_53.592470,30.6875,26.25,26,26,26.75,26.25,27,27.5,26.5,25.75,26.5,26.5,26.5,26.25,27.25,26.75,27,25.5,26.5,28,26.75,27,26.5,26.5,26.75,26.25,26,28,28.25,27,26.75,26,26.25,26.25,26.25,26.75,26.75,26,26,26.25,26.5,26.25,26.25,26,26.75,25.75,25.25,26.75,26.75,26,25.75,26,25.75,25.25,25.75,25.5,25.5,26,26,27.25,26,25.75,25.75,26,25.25,2,e
18_14_53.692723,30.6875,26.75,26.5,26,26.25,26.5,27.25,28,26.5,26,26.5,26.25,26.75,26.25,27.5,26.25,26,26.25,26.5,27.75,26,27,26.5,26.5,26,26,26,28,27.75,27.5,26.25,26.5,26.5,25.5,26,26.75,26.25,25.75,25.5,26.5,25.5,26,26.5,26,26,26,26,26.5,26,24.75,26.25,26.75,26,25.75,25.5,26,25.25,25,25.75,26.25,25.75,25.75,26.5,26,25,2,e
18_14_53.792980,30.6875,25.75,25.25,25.75,26,26.75,27,27.75,27,25.5,26.25,26.25,26.25,25.5,26.75,26.25,26.25,26.25,25.75,27.5,26.75,26.75,26,26.25,26.25,25.75,26,27.75,27.75,27,26.25,25.75,25.75,26,26,26.5,26.5,26.25,26,25.75,25.25,25.5,25.25,25.25,26,25.25,25.5,26.5,26,25.25,25.25,26,26,25.5,26.25,25.75,25.5,25.75,25.75,26,26,25.5,25.25,24.75,26,2,e
18_14_53.893191,30.625,26,26,25.5,26.5,26.75,27.25,28,26.75,25.25,26,26.75,26,25.5,26.5,26,26.25,26,26,27.5,26.5,26.5,26.5,26.75,26,25.75,25.75,28,28.5,27.5,26.5,25.5,26.75,25.75,26,27.25,26,26,26,26,25.5,27,25.75,25.75,26.25,25.5,25.5,26.5,26.25,26,25.75,26.5,25.5,25.75,26,26,25.75,25.5,25.5,26.25,25.5,26,26.5,25.5,24.5,2,e
18_14_53.993444,30.625,25.75,26.25,26,25.75,26.75,27,28.25,26,26,25.5,26.25,26,26.25,27,26.25,25.75,26.25,26,27.5,27,26.5,27,26.25,26.75,25.75,26.25,28,28,27.25,25.75,25.75,26.5,25.75,26.25,26.75,26.75,26.25,25.75,26.25,25,26,26,25.5,26,25.75,25.5,26,26.5,25,25.75,26,26.25,26,26.5,25.25,25.25,25.75,26,26.25,26.5,25.75,25.75,25,26.25,2,e
18_14_54.093660,30.625,25.75,26.5,25.75,26,25.5,27,27.75,26.5,25.5,26.5,26.5,26.25,25.75,27.5,26.25,26.75,25.75,26.25,27.5,26.5,26.25,26.75,26,26,26,25.75,28,28,27,26.25,26.25,25.75,25.75,26.25,26.5,26.5,26.25,26,26.25,25.5,25.75,25.75,25.5,26.5,26.25,25.75,25.75,27,25.25,26,26.25,25.75,25.75,26.5,25.5,25.25,26,25.75,26.5,26,26,26.25,25.25,24.25,2,e
18_14_54.193908,30.625,26,26,26,26,26,27,27.75,26.75,25.5,26,26.5,26,26.25,27.75,26,26.75,25.75,25.75,28,26.25,26.25,26.25,26.25,26.25,26,26.25,27.75,28,26.5,26.25,25.75,26.5,26,26,27.5,26.5,26.25,25.75,26.25,25.5,26,26,25.75,26.25,26,26,26.5,26.25,25.5,25.25,26.25,26.25,25.75,26,25.75,25.5,25.5,26,26.25,26.5,26.5,26,26,25,2,e
18_14_54.294153,30.625,25.5,26.5,25.75,26,26.25,26,27.75,25.75,24.75,25.5,26.75,26,25.25,27,26.25,26,26.25,26.25,27.25,26.5,26.25,26.25,26.25,25.75,25.75,25.5,28.25,28,26.75,26.25,25.5,26,25.75,26.25,26.5,27,25.75,25.75,26.25,25.25,26,26,25.5,26.25,26,26,25.75,26.5,24.75,25.75,26.25,25.5,25.5,25.75,25.25,25.25,24.5,26,26,25,24.75,26.5,25.5,24.25,2,e
18_14_54.394398,30.6875,26,25.5,25.75,26.5,26.5,27.25,28.5,26.25,25.75,26.5,27.25,26.25,26,27.25,26.75,26.25,26,26.25,28,26.25,26.75,26.75,26.5,27,25.75,26.25,28.25,28,27.25,26.75,26,27,26,26.75,26.75,27.25,26,26,26.25,26,26.75,25.5,25.5,26.5,26.75,26.25,26,26.5,25.25,26.25,26.25,26.25,25.75,26,25.75,25.75,26,25.5,26.5,26.25,26,26.5,26.25,25,2,e
18_14_54.494616,30.6875,26,25.5,26,26.25,26.5,26.25,27.75,26,26.25,26.5,26.5,26.5,26,27.5,26.5,26.75,26,26.25,27.25,26.75,27,26.75,26.5,27,25.75,26,28.25,28,27,26,25.5,26.25,26,26.75,26.75,27.25,25.75,25.5,26.25,25.75,26.75,25.75,26,26.5,26.5,25.5,26.25,26.25,25.25,26.5,26.75,26.25,26,26.5,25.75,26,25.75,26.5,26.25,26,25.75,26.25,26.25,25.25,2,e
18_14_54.594903,30.625,26,25.75,26.25,26.25,26.25,27,28,26.25,25.5,25.75,26.5,26.75,26,27.25,26.25,26.25,26.25,26.5,27.5,26.5,26,26.5,26.5,26.75,25.5,26.25,28.25,28.25,27.25,25.75,26.5,26.5,26.25,26.25,26.5,26.5,25.75,26,26.25,26.25,26.5,26,26.5,26.25,26.5,25.75,26.25,26.5,25.25,25.75,26,26,25.25,26.25,26,25.5,25.25,26,26.75,26,25.5,26.75,26.25,25.75,2,e
18_14_54.695475,30.625,26,25.75,25.5,26,26.75,27.5,28,26.75,25.5,25.75,26.5,26.25,25.75,27.25,25.75,26,26,26.25,27.75,26.5,26.25,26.5,26.75,26.5,25.75,26.25,28,28.5,27,26.5,25.75,26.25,26.25,26,27,27,26.25,26,26.25,26.5,26.75,26.5,26,26,26.25,26.25,26,26.25,26.5,26,26.5,26.5,25.25,26.25,25.25,25.5,25.75,26,27,25.75,25.75,25.75,25.75,26,2,e
18_14_54.795685,30.6875,26.25,26,25,26,25.75,27,28.5,26.25,26,26,26,26.25,25.25,27.25,26.75,26.25,26,26,27.75,26.5,25.75,26.5,26.75,26,25.25,26.75,28,28.25,26.75,26.25,25.75,26.5,26,26.5,26.5,26.75,26.25,26,25.5,25.75,25.25,26.25,26.25,26.25,25.5,25.75,26.25,26.5,25.25,26,25.75,25.5,25,26.5,25.5,25.5,25.5,25.25,25.5,26.25,25.25,26,25,25.25,2,e
18_14_54.895937,30.625,26,26.5,26.25,26,26.25,26.75,27.75,26.75,25.5,26,26.25,26.5,26,27.25,26.75,26.75,26,26,28,26.75,26.25,27.25,26.5,27.25,26.75,27,28.25,28.25,26.75,26.5,25.75,26.25,26,27,27,26.5,26.5,26,26,25.75,26.75,26.75,26.5,26.25,25.5,26,26.5,27.5,25.5,26,26,26.5,25.75,26.5,25.75,25.5,25.25,26,26.25,25.75,25.5,26.75,25,24.5,2,e
18_14_54.996176,30.6875,25.25,26,25.75,26.5,26,27.5,27.75,27.25,25.75,25.75,26.5,26.75,26.25,28,26.25,26.5,25.5,26.5,28,27,26.75,27.25,26.5,26.25,25.75,26,28.5,27.5,27.25,26.75,25.75,26,26.5,26.5,26.75,26.75,26,25.75,26.25,26.25,26.75,27,26,26,26.75,26,26.25,27,26,26,26.25,26.5,26,26,25.75,26,25.5,26.25,26.75,26,25.75,26.5,25,26,2,e
18_14_55.096421,30.625,26.5,26.75,25.5,26.75,26.5,27,28.5,27.25,25.75,26.25,26.25,26.75,25.75,27.5,26.25,26.5,26,26.5,28,26.75,26.5,26.5,26.25,26.5,26,26,28.5,28,27.5,26.5,25.75,26.75,26.5,26.25,27,26.75,26.5,26,26.5,26,25.75,26.75,26,26.75,26,26,26.25,26.5,25.5,26.25,25.75,25.5,25.25,26.5,25.5,25.5,26.5,26.25,26.25,26,26,27,26.25,26,2,e
18_14_55.196662,30.625,26,25.75,25.75,26.5,26.75,27.25,28.25,26.25,25.75,25.75,26.75,26.75,25.5,27,26.25,27,26.25,26.25,28.25,27,25.75,26.5,26.75,26.25,26.5,26.25,28.5,28.25,27.5,26.75,25.75,26.25,26.5,26.5,26.75,26.75,26.5,25.75,26.25,26,27,26.5,26,26.25,26,25.75,26,26.25,25.75,26,27,25.5,25.75,26.25,26.75,25.5,25.5,26,26,26.75,26.75,25.75,25.25,25.75,2,e
18_14_55.296877,30.625,26,26,25.25,26,25.75,26.75,27.5,26.5,25.5,25.5,26.25,26,25.75,27.5,26.5,26.25,26,26,27.75,27,26.25,26.25,26.25,26.25,26,25.75,28.25,27.75,27,26,25.5,25.5,26,26.25,26.5,26.5,25.75,25.5,26.25,25.5,25.75,26,25.75,25.75,25.75,25.75,26.25,26,25,26,25.75,26.25,25.25,26,25.5,25.25,25.75,25.75,26.25,25.75,26.25,25.5,25.25,25,2,e
18_14_55.397125,30.6875,26.5,27,26,26,26.5,27.75,28.25,26.5,25.75,26,26.75,26.5,25.75,28,27,25.75,26,26.5,28,26.5,26.5,27,27,26.25,25.25,26.5,28,28,26.5,26,25.75,26.5,26,26.25,27,27,26.5,26.25,26.75,26,27.25,27,26.25,26.25,26.75,26.25,26.75,26.75,25.5,26.5,26.25,26.25,25.75,26.75,25.5,26,25.25,25.75,26.75,26.25,26,25.75,25.5,26,2,e
18_14_55.497408,30.625,26,26,26,26.5,25.75,27.25,27.75,27.25,25.75,25.5,27,26.5,25.75,27.5,26.25,26,25.75,26.25,28.25,26.75,27,27,27,26,25.75,26.5,28.25,28,27,26.75,26,26,26,26.75,27.25,27.25,26.5,26,26.25,26,26,26,26,26.25,26.5,25.5,26.5,26.25,25.5,26.5,26.5,26,25.75,26,25.5,25.75,25.5,26.25,26,25.75,26,26,25.75,25,2,e
18_14_55.597665,30.625,26.25,26.5,25.75,26.25,26.5,27,28.5,26.25,26.5,25.75,27.25,26.25,26,27.5,26.75,26.25,26.5,26.25,28,26.75,26.75,26.75,26.25,26.25,26.5,26.75,28.75,27.75,27.25,26.5,26.25,27.25,27,26.75,27,27.5,26.25,26.25,26,26,26.5,26,26,26.25,26,25.75,27,26.5,26.25,26,26.25,25.75,25.5,25.5,25.5,25.75,26.25,25.5,27,26,25.5,26.75,25.5,26,2,e
18_14_55.697868,30.6875,25.75,25.75,25.75,26.75,27.25,27.5,28.25,26.75,25.5,25.75,26.5,26.5,26.25,27.5,27,26.5,25.5,27,27.75,27.25,26.25,27,26.25,26.25,26.5,27,29,28.75,27.25,26.25,26.5,26.75,27,26.5,27,26.75,26.5,25.75,26.75,26,26.75,26.75,26.5,26.5,26,25.5,26.5,26.5,26.25,26.25,26,25.75,26,26.5,25.5,26.25,25.75,26.25,26.75,25.75,26.25,26.25,25,25.5,2,e
18_14_55.798116,30.625,25.5,26,26,26,25.75,26.75,27.75,26,25.5,26.25,26.75,26.5,25.75,27,26.5,25.75,26.25,25.75,28,27,26.5,26.5,26.5,26.75,25.25,26.5,28.5,28.25,27,26.25,26.25,26.25,26,26,26.75,26.75,26,25.75,26.5,25.5,25.75,26.5,26,26.25,26,25.5,26.25,26.5,25.75,25.75,26,25.25,25,26,25.25,25.5,25,26,26,25,25.75,26,26.25,25.5,2,e
18_14_55.898357,30.6875,25.5,26,26,26,25.5,27.25,27.75,26.25,25.75,26.5,26.5,26.25,26,27.5,26.75,26,27,26.5,28,27.75,26.25,26.75,26.5,26.75,26,26.25,28.25,28.25,26.75,26.75,26,26.75,26.25,27,27.25,27,26.75,26,26.25,26.25,26.25,26.75,26.25,26.25,26.25,26.25,27,27.25,25.75,27,26,26.25,25.5,26,25.25,25.5,25.5,26,26.75,25.25,25.75,26.5,25.75,25,2,e
18_14_55.998598,30.625,26,26.5,26,26,25.5,27.25,28,27,25.5,25.75,26.75,27.25,26,27.25,26.5,27,26.5,26.5,28,27.25,26.75,27.25,26.25,27,26.25,26,28.75,28,27.25,25.75,26.25,26.5,26.75,26.5,27,27.25,26.5,26,26.5,25.5,26.5,26,26,26.25,27,25.75,27.25,26.75,26,25.5,26.25,26,25.5,27,26,26,25.25,26,26.25,26.75,25.25,25.5,25.5,25.5,2,e
18_14_56.098819,30.625,25.75,26,25.75,26.25,26.5,27.75,28,27,25.5,25.75,27.25,26,26.5,27.25,27.25,26.25,26.25,26.5,27.5,27,26.25,27.5,26.25,26.75,25.75,26.25,28.75,28.75,27,26.25,25.5,25.75,25.75,26.5,27,26.25,26.25,26.25,26.5,26,26.75,26,26.25,26,26.25,26,26,26,25,26.25,26.75,26.25,26,26.5,25.5,26.25,24.5,26,26.5,26,26,26,25,25,2,e
18_14_56.199223,30.625,26.25,26,25.75,26,26.5,27.25,28.25,26.75,26,26,27.25,26,26.5,27.5,27.5,26.25,25.75,26.5,27.5,27,26.5,26.5,26.75,26.75,26.25,26.5,29.25,28.25,27.25,26.25,26.25,26.25,26,26.25,27,27,26,25.5,26.25,25.75,26,25.5,25.75,26.5,26,25.75,26,26.25,26.25,26.25,25.75,26.25,25.5,25.75,25.5,25.75,25.75,26,27,26,25,26,25.5,24.75,2,e
18_14_56.299463,30.625,26,25.75,26,26.25,26,27,28,27.5,26,26,26.75,26.5,26,27.5,27.5,26.25,26,26.5,27,27,26.75,26.5,26.5,26.25,25,25.5,28,28.5,26.75,26,25.5,26,25.75,26,27.25,26.5,26.25,26,26.25,25.5,26,26.25,26,26.5,26.25,26.25,26,27,25.25,25.75,26,25.75,25.5,25.75,25,25.75,25.25,25.5,26.75,25.75,25.25,25.75,25.5,25,2,e
18_14_56.399746,30.625,26,26,25.5,25.75,25.75,26.75,28.5,26.75,25.25,25.75,26.25,25.75,25.75,27.25,26.75,26,26.25,26.5,28,27.25,26.5,27.25,26.75,26.75,25.75,26.25,28.5,28.25,27.25,26.75,25.5,26.25,26.75,26.25,27,27,26.25,26,26.75,26.25,26.5,26,26.5,26.25,26.75,26,25.75,27,25.5,26.75,26.5,26,25.75,27,25.75,25.25,26,25.5,26.25,26.25,26,26.25,25.75,24.75,2,e
18_14_56.499975,30.6875,25.75,26.25,25.75,26.5,26.25,27.5,27.75,26.25,25.75,26.25,26.75,26.5,26,27.75,26.75,26,26.25,26.5,28,27.25,26.5,26.75,26,26.25,25.5,26.5,28.5,28.25,27.25,26.25,26.25,26.25,27,26.75,27.25,27,26.25,26.25,27.25,26.25,26,26.25,26.25,26,26.25,26,26.5,26.5,25,25.5,26,26.25,25.75,26.25,25.5,26,25.5,26.25,27,26.75,25.5,25.75,25.25,26,2,e
18_14_56.608807,30.625,26.25,25.75,25.75,26.5,26.5,27.5,27.75,27.5,26.25,26,26.5,26,26.75,27,26.5,26.25,26.5,27,28,26.75,26.5,26.75,27,26.25,25.75,25.75,28.5,28.25,27.25,26.75,25.75,26.25,26,26.25,26.25,27,25.75,26,26.5,26,26.25,27,25.75,26.25,26.5,26,26.25,26.25,25.25,26,26.5,25.75,25.75,26.25,25.75,25.5,25.5,26.25,26.75,26.25,25.25,26.5,24.75,25.5,2,e
18_14_56.700917,30.625,25.25,26.25,26,26.25,26.5,27.5,28.25,26.25,26.5,25.75,26.5,26,26.75,27,26.5,26.25,26.5,27,28,26.75,26.5,26.75,27,26.25,25.75,25.75,28.5,28.25,27.25,26.5,26,26.25,26.5,26.5,27,27.25,26.25,25.25,25.5,26.25,26.25,26.25,26.25,26,26.5,26.25,26.25,26.25,25.75,26,26.25,26.75,25.75,26.75,25.5,26,25.5,25.5,26.75,25.75,25.75,25.5,26,25,2,e
18_14_56.800786,30.625,26,25.5,26,26,26,27,27.75,27,26.25,26,26.5,26.5,26,27.25,26.75,26,26.5,26.25,28,27.25,26,26.25,27,26,26,26,28.5,28.25,26.5,26.5,26,26.25,26.5,26,27,26.25,26,25.5,26.25,25.75,25.75,25.75,25.5,25.75,26,25,25.75,26,25.75,25.25,26,25.75,25,26,25.75,25,25.25,25.5,26,25.25,25.5,25.75,24.75,24.5,2,e
18_14_56.901000,30.6875,25.75,26,25,26,26,26.75,28.25,26.75,25.25,25.25,26.25,26.5,26.25,26.75,26.5,26.5,25.25,25.75,27.75,26.25,26.5,26,26,26.5,25.75,26,28.25,27.5,26.5,26.25,25.75,26.5,25.75,26,27,26.25,26,25.75,26.25,26.25,26.5,26.5,26.25,26.25,26.25,25.5,26.75,27.25,25.25,27,26,26.25,25.5,25.5,26,25,26.25,26.25,26.5,25.75,25.25,25.75,25.5,25.5,2,e
18_14_57.001244,30.625,26,26.5,25.5,26.25,26.75,27.25,27.75,26.75,26.25,26.25,26.75,27,26,27.25,26.5,26.75,26,26.25,27.75,26.75,26.25,27.25,26.75,26.75,25.75,26,28.25,28.25,27,26.75,26,26.75,26.75,26.25,26.75,26.75,26,25.75,26,26.5,25.75,26,25.5,26,26,25.75,26.75,26.25,25,26.25,26.5,25.75,26,26,26.25,25.75,25.75,26,26,26,25.75,26,25.75,25.5,2,e
18_14_57.101488,30.6875,26.75,25.75,26,26.25,26.25,28,28,27,26,25.5,26.5,26.5,26,27.5,26.75,26.75,25.75,26,27.75,26.75,26.75,26.5,26.75,26.25,25.75,25.5,28.25,28,26.75,27,26,25.75,26,26.25,26.75,27,26.75,26,26,26.5,25.75,26,25.5,26.25,26.25,26,26.5,26.25,26,26.25,26,26.5,26.25,26,26,25.25,25.5,26,26,26.5,25.5,25.5,26.25,25,2,e
18_14_57.201725,30.625,26.5,25.75,26.25,26,26.25,27.25,28,27.25,25.5,25.75,26.75,26.5,26.25,27.5,27,26.25,26.25,26.25,27.75,27.5,26.75,26.5,26.25,25.5,25.75,25.75,28.5,28,26.5,26.25,26,26.25,26.25,26.25,27.25,26.75,26.25,25.25,26.5,25.75,26,26.5,25.75,26.25,26.25,26,26,26.75,25.5,25.5,26.5,25.75,26,26.5,25.75,25.5,26,25.5,26,25.5,25.5,26.25,25.75,25.5,2,e
18_14_57.301940,30.625,26.25,26,25.5,26.75,25.75,27.75,28.5,27,25,26,26.25,26.5,26,27.5,26.75,26,25.75,26.25,27.5,27.5,26,26.5,26.5,26.75,26,25.75,28.5,28.25,27.25,26,26.25,26.5,26,26,27,27.25,26.25,26,26,26,26.5,26.5,26,26.25,26.5,25.75,26,26.75,25.25,25.75,26.5,25.75,26,26,25,25.5,24.75,25,26,25.75,25.25,26,25.25,26,2,e
18_14_57.402224,30.6875,25.5,25.5,25.5,26.5,25.75,27,27.5,26.5,26,26,26.5,26.75,25.75,26.75,26.75,26.25,25.5,25.75,27.25,27.25,25.75,26.5,26.25,25.5,25.5,26.5,28.25,27.5,26.5,26.25,25.25,25.75,26,25.75,26.75,26.25,25.75,25,26.25,25.25,25.75,26.25,26,26.5,26.5,25.75,26.75,26.25,25.5,26.25,26.5,26.25,25.5,26.75,26,26.25,25.25,26.25,26.5,26.25,26,26.25,25.25,25.25,2,e
18_14_57.502434,30.6875,26.25,26,26.25,26.5,26.25,27.5,28.25,26.5,26,26,26.5,26.5,26.25,26.75,27,27,26,26.5,27.5,27.25,26.5,26.5,26.75,26.25,25.75,25.75,29,28.25,26.75,26.5,26.25,26.25,26.75,26.25,26.25,26.75,25.75,26,26.25,25.75,26.5,26,26,26.5,26.5,25.75,26.75,26.25,25.5,26.25,26.5,26.25,25.5,26.75,26,26.25,24.5,25.75,26.5,26.25,25.5,26,25,25.5,2,e
18_14_57.602678,30.6875,26,26,26.25,26.25,26,27.5,27.75,27.25,26.25,26,26.75,26.25,26,27.5,26.5,26.5,26,26.5,27.75,27,26.25,26.75,26.5,26,25.75,26,28.5,28,27.25,26.25,26,26.5,25.75,26,26.25,27,25.75,25.75,26.25,26,26.25,26.25,25.75,26,26,25.25,26.25,26.25,26,26,26.5,26.25,25.5,26,26,24.75,24.5,25.75,26.25,26,25.75,26.75,25,25,2,e
18_14_57.702920,30.625,25.75,26.25,25.5,26.75,26.75,27,28.25,27,25.75,25.5,26.5,25.75,26,26.75,26.75,26.5,25.25,26.5,27.75,27.5,26.25,26.5,26.75,26.75,25.5,26,28.5,28.25,27.25,26,25.75,26.25,26,26.5,27,26.75,26.25,26,25.75,25.75,26.75,25.75,26.25,26,26.25,26,26,27,26,26.25,26.25,26,26,26.5,25.75,26.25,25.5,25.75,26.25,26,25.75,26.75,25,25.25,2,e
18_14_57.803136,30.6875,26,26,25.75,25.75,26,27.25,27.75,27.25,25.75,26,27,26.5,26.25,27.25,27.25,26.75,26.5,26.5,27.25,27,26.5,26.5,25.75,26.5,25.5,26,28,28,27,26.5,26,26,26,26.5,26.25,27.5,26,26,25.75,25.5,26,26.25,25.75,26.25,26.25,25.5,26.25,26.5,26.25,25,25.75,26.25,25.75,25.5,25.25,25.75,25.25,26.25,26.25,26,25.75,26,25.75,25.25,2,e
18_14_57.903380,30.6875,25.75,25.5,25.25,26.25,26,27.5,28,26.5,25.5,26,26.5,25.75,25.75,27.5,26.75,25.75,25.25,26.25,27.25,26.5,26.25,26.5,25.75,26.25,25.5,26,27.75,28,26.75,26.5,25.75,26,25.75,26,26.75,26.75,25.5,25.75,25.75,25,25.75,26.25,25.75,26.25,26,25.5,26.25,25.75,25.25,25.75,26,26.5,25.25,25.5,25.25,25,24.75,25.5,25.75,26,25.75,25.75,25.25,25,2,e
18_14_58.003623,30.6875,26,26.5,26,26.25,26.75,27.25,27.5,26.75,25.5,26.5,26.75,26.25,25.5,27.25,26.25,25.5,26.25,27,28,26.75,26,26.25,26.25,27,25.5,25.75,28,28,26.75,26.5,25.5,26,26.75,26.5,27,26.75,25.75,25.5,26.5,25.5,26.5,26,25.75,26.25,26.25,25.75,26.75,26.25,25.5,25.75,26.25,25.5,25.5,26,26,25.75,25.25,26,27,26,25.5,25.75,25.25,25.75,2,e
